office,district,candidate,party,precinct,votes,absentee_votes
U.S. House,,Robert B. Lancia*,R,Johnston 1606,10,1
U.S. House,,Robert B. Lancia*,R,Johnston 1607,11,0
U.S. House,,Robert B. Lancia*,R,Johnston 1608,40,7
U.S. House,,Robert B. Lancia*,R,Johnston 1609,12,1
U.S. House,,Robert B. Lancia*,R,Johnston 1610,27,0
U.S. House,,Robert B. Lancia*,R,Johnston 1611,6,2
U.S. House,,Robert B. Lancia*,R,Johnston 1612,17,4
U.S. House,,Robert B. Lancia*,R,Johnston 1613,12,2
U.S. House,,Robert B. Lancia*,R,Johnston Limited,0,0
U.S. House,,Robert B. Lancia*,R,Narragansett 2001,6,1
U.S. House,,Robert B. Lancia*,R,Narragansett 2002,43,8
U.S. House,,Robert B. Lancia*,R,Narragansett 2003,51,7
U.S. House,,Robert B. Lancia*,R,Narragansett 2004,62,12
U.S. House,,Robert B. Lancia*,R,Narragansett 2005,61,16
U.S. House,,Robert B. Lancia*,R,Narragansett Limited,0,0
U.S. House,,Robert B. Lancia*,R,New Shoreham 2201,12,0
U.S. House,,Robert B. Lancia*,R,New Shoreham Limited,0,0
U.S. House,,Robert B. Lancia*,R,North Kingstown 2301,30,8
U.S. House,,Robert B. Lancia*,R,North Kingstown 2304,132,27
U.S. House,,Robert B. Lancia*,R,North Kingstown 2306,27,3
U.S. House,,Robert B. Lancia*,R,North Kingstown 2309,123,34
U.S. House,,Robert B. Lancia*,R,North Kingstown Limited,0,0
U.S. House,,Robert B. Lancia*,R,Providence 2835,10,4
U.S. House,,Robert B. Lancia*,R,Providence 2836,0,0
U.S. House,,Robert B. Lancia*,R,Providence 2837,2,1
U.S. House,,Robert B. Lancia*,R,Providence 2838,3,0
U.S. House,,Robert B. Lancia*,R,Providence 2839,4,1
U.S. House,,Robert B. Lancia*,R,Providence 2841,3,1
U.S. House,,Robert B. Lancia*,R,Providence 2842,0,0
U.S. House,,Robert B. Lancia*,R,Providence 2844,10,1
U.S. House,,Robert B. Lancia*,R,Providence 2846,17,1
U.S. House,,Robert B. Lancia*,R,Providence 2847,4,0
U.S. House,,Robert B. Lancia*,R,Providence 2850,13,2
U.S. House,,Robert B. Lancia*,R,Providence 2853,9,1
U.S. House,,Robert B. Lancia*,R,Providence 2854,16,2
U.S. House,,Robert B. Lancia*,R,Providence 2859,1,0
U.S. House,,Robert B. Lancia*,R,Providence 2863,15,1
U.S. House,,Robert B. Lancia*,R,Providence 2864,2,0
U.S. House,,Robert B. Lancia*,R,Providence 2867,1,0
U.S. House,,Robert B. Lancia*,R,Providence 2868,1,0
U.S. House,,Robert B. Lancia*,R,Providence 2869,3,0
U.S. House,,Robert B. Lancia*,R,Providence 2871,6,0
U.S. House,,Robert B. Lancia*,R,Providence 2875,17,2
U.S. House,,Robert B. Lancia*,R,Providence 2877,2,1
U.S. House,,Robert B. Lancia*,R,Providence Limited 2,0,0
U.S. House,,Robert B. Lancia*,R,Richmond 2902,126,9
U.S. House,,Robert B. Lancia*,R,Richmond Limited,0,0
U.S. House,,Robert B. Lancia*,R,Scituate 3001,56,9
U.S. House,,Robert B. Lancia*,R,Scituate 3002,65,8
U.S. House,,Robert B. Lancia*,R,Scituate 3003,54,6
U.S. House,,Robert B. Lancia*,R,Scituate Limited,0,0
U.S. House,,Robert B. Lancia*,R,South Kingstown 3201,10,3
U.S. House,,Robert B. Lancia*,R,South Kingstown 3202,54,17
U.S. House,,Robert B. Lancia*,R,South Kingstown 3204,36,5
U.S. House,,Robert B. Lancia*,R,South Kingstown 3207,98,27
U.S. House,,Robert B. Lancia*,R,South Kingstown 3209,17,5
U.S. House,,Robert B. Lancia*,R,South Kingstown 3210,27,2
U.S. House,,Robert B. Lancia*,R,South Kingstown Limited,0,0
U.S. House,,Robert B. Lancia*,R,Warwick 3501,42,3
U.S. House,,Robert B. Lancia*,R,Warwick 3502,36,8
U.S. House,,Robert B. Lancia*,R,Warwick 3503,14,1
U.S. House,,Robert B. Lancia*,R,Warwick 3504,27,3
U.S. House,,Robert B. Lancia*,R,Warwick 3505,9,2
U.S. House,,Robert B. Lancia*,R,Warwick 3506,15,2
U.S. House,,Robert B. Lancia*,R,Warwick 3507,11,2
U.S. House,,Robert B. Lancia*,R,Warwick 3508,33,6
U.S. House,,Robert B. Lancia*,R,Warwick 3509,8,3
U.S. House,,Robert B. Lancia*,R,Warwick 3510,30,4
U.S. House,,Robert B. Lancia*,R,Warwick 3511,36,11
U.S. House,,Robert B. Lancia*,R,Warwick 3512,23,2
U.S. House,,Robert B. Lancia*,R,Warwick 3513,36,15
U.S. House,,Robert B. Lancia*,R,Warwick 3514,42,8
U.S. House,,Robert B. Lancia*,R,Warwick 3515,48,6
U.S. House,,Robert B. Lancia*,R,Warwick 3516,10,1
U.S. House,,Robert B. Lancia*,R,Warwick 3517,13,1
U.S. House,,Robert B. Lancia*,R,Warwick 3518,42,6
U.S. House,,Robert B. Lancia*,R,Warwick 3519,66,9
U.S. House,,Robert B. Lancia*,R,Warwick 3520,20,0
U.S. House,,Robert B. Lancia*,R,Warwick 3521,25,2
U.S. House,,Robert B. Lancia*,R,Warwick 3522,24,1
U.S. House,,Robert B. Lancia*,R,Warwick 3523,32,6
U.S. House,,Robert B. Lancia*,R,Warwick 3524,23,5
U.S. House,,Robert B. Lancia*,R,Warwick 3525,27,1
U.S. House,,Robert B. Lancia*,R,Warwick 3526,18,3
U.S. House,,Robert B. Lancia*,R,Warwick 3527,19,2
U.S. House,,Robert B. Lancia*,R,Warwick 3528,15,0
U.S. House,,Robert B. Lancia*,R,Warwick 3529,34,10
U.S. House,,Robert B. Lancia*,R,Warwick 3530,44,14
U.S. House,,Robert B. Lancia*,R,Warwick 3531,58,8
U.S. House,,Robert B. Lancia*,R,Warwick 3532,16,2
U.S. House,,Robert B. Lancia*,R,Warwick 3533,15,6
U.S. House,,Robert B. Lancia*,R,Warwick Limited,0,0
U.S. House,,Robert B. Lancia*,R,Westerly 3601,17,3
U.S. House,,Robert B. Lancia*,R,Westerly 3602,16,5
U.S. House,,Robert B. Lancia*,R,Westerly 3603,27,12
U.S. House,,Robert B. Lancia*,R,Westerly 3604,28,13
U.S. House,,Robert B. Lancia*,R,Westerly 3605,38,14
U.S. House,,Robert B. Lancia*,R,Westerly 3606,14,3
U.S. House,,Robert B. Lancia*,R,Westerly 3607,23,4
U.S. House,,Robert B. Lancia*,R,Westerly Limited,0,0
U.S. House,,Robert B. Lancia*,R,West Greenwich 3701,47,10
U.S. House,,Robert B. Lancia*,R,West Greenwich 3702,28,6
U.S. House,,Robert B. Lancia*,R,West Greenwich 3703,19,4
U.S. House,,Robert B. Lancia*,R,West Greenwich 3704,29,9
U.S. House,,Robert B. Lancia*,R,West Greenwich Limited,0,0
U.S. House,,Robert B. Lancia*,R,West Warwick 3801,32,4
U.S. House,,Robert B. Lancia*,R,West Warwick 3802,17,5
U.S. House,,Robert B. Lancia*,R,West Warwick 3803,16,3
U.S. House,,Robert B. Lancia*,R,West Warwick 3804,64,7
U.S. House,,Robert B. Lancia*,R,West Warwick 3805,20,2
U.S. House,,Robert B. Lancia*,R,West Warwick 3806,19,0
U.S. House,,Robert B. Lancia*,R,West Warwick 3807,29,4
U.S. House,,Robert B. Lancia*,R,West Warwick 3808,37,5
U.S. House,,Robert B. Lancia*,R,West Warwick 3809,23,3
U.S. House,,Robert B. Lancia*,R,West Warwick 3810,19,1
U.S. House,,Robert B. Lancia*,R,West Warwick Limited,0,0
U.S. House,,Robert B. Lancia*,R,Federal Precinct #2,8,4
U.S. House,,Robert B. Lancia*,R,Federal Precinct #2S,1,1
U.S. House,,Donald Frederick Robbio,R,Burrillville 0301,35,5
U.S. House,,Donald Frederick Robbio,R,Burrillville 0303,53,9
U.S. House,,Donald Frederick Robbio,R,Burrillville 0306,16,3
U.S. House,,Donald Frederick Robbio,R,Burrillville Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Charlestown 0501,11,1
U.S. House,,Donald Frederick Robbio,R,Charlestown 0502,10,0
U.S. House,,Donald Frederick Robbio,R,Charlestown 0503,12,1
U.S. House,,Donald Frederick Robbio,R,Charlestown 0504,10,1
U.S. House,,Donald Frederick Robbio,R,Charlestown Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Coventry 0601,12,0
U.S. House,,Donald Frederick Robbio,R,Coventry 0602,4,0
U.S. House,,Donald Frederick Robbio,R,Coventry 0603,26,5
U.S. House,,Donald Frederick Robbio,R,Coventry 0604,6,0
U.S. House,,Donald Frederick Robbio,R,Coventry 0605,11,4
U.S. House,,Donald Frederick Robbio,R,Coventry 0606,32,1
U.S. House,,Donald Frederick Robbio,R,Coventry 0609,16,5
U.S. House,,Donald Frederick Robbio,R,Coventry 0610,11,0
U.S. House,,Donald Frederick Robbio,R,Coventry 0611,19,3
U.S. House,,Donald Frederick Robbio,R,Coventry 0613,24,1
U.S. House,,Donald Frederick Robbio,R,Coventry 0615,31,9
U.S. House,,Donald Frederick Robbio,R,Coventry 0617,6,2
U.S. House,,Donald Frederick Robbio,R,Coventry 0618,7,4
U.S. House,,Donald Frederick Robbio,R,Coventry Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Cranston 0701,29,3
U.S. House,,Donald Frederick Robbio,R,Cranston 0702,17,0
U.S. House,,Donald Frederick Robbio,R,Cranston 0703,18,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0704,6,0
U.S. House,,Donald Frederick Robbio,R,Cranston 0705,12,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0706,51,3
U.S. House,,Donald Frederick Robbio,R,Cranston 0707,46,4
U.S. House,,Donald Frederick Robbio,R,Cranston 0708,55,7
U.S. House,,Donald Frederick Robbio,R,Cranston 0709,61,6
U.S. House,,Donald Frederick Robbio,R,Cranston 0710,30,5
U.S. House,,Donald Frederick Robbio,R,Cranston 0711,41,3
U.S. House,,Donald Frederick Robbio,R,Cranston 0712,46,6
U.S. House,,Donald Frederick Robbio,R,Cranston 0713,37,8
U.S. House,,Donald Frederick Robbio,R,Cranston 0714,10,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0715,29,3
U.S. House,,Donald Frederick Robbio,R,Cranston 0716,54,3
U.S. House,,Donald Frederick Robbio,R,Cranston 0717,13,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0718,20,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0719,36,5
U.S. House,,Donald Frederick Robbio,R,Cranston 0720,13,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0721,32,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0722,19,2
U.S. House,,Donald Frederick Robbio,R,Cranston 0723,24,2
U.S. House,,Donald Frederick Robbio,R,Cranston 0724,12,2
U.S. House,,Donald Frederick Robbio,R,Cranston 0725,32,2
U.S. House,,Donald Frederick Robbio,R,Cranston 0726,25,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0727,14,1
U.S. House,,Donald Frederick Robbio,R,Cranston 0728,0,0
U.S. House,,Donald Frederick Robbio,R,Cranston 0730,86,11
U.S. House,,Donald Frederick Robbio,R,Cranston 0731,29,1
U.S. House,,Donald Frederick Robbio,R,Cranston Limited,0,0
U.S. House,,Donald Frederick Robbio,R,East Greenwich 0901,5,1
U.S. House,,Donald Frederick Robbio,R,East Greenwich 0903,21,9
U.S. House,,Donald Frederick Robbio,R,East Greenwich 0905,25,4
U.S. House,,Donald Frederick Robbio,R,East Greenwich Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Exeter 1101,7,0
U.S. House,,Donald Frederick Robbio,R,Exeter 1103,19,4
U.S. House,,Donald Frederick Robbio,R,Exeter Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Foster 1201,15,2
U.S. House,,Donald Frederick Robbio,R,Foster Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Glocester 1301,33,4
U.S. House,,Donald Frederick Robbio,R,Glocester 1303,3,0
U.S. House,,Donald Frederick Robbio,R,Glocester 1304,11,1
U.S. House,,Donald Frederick Robbio,R,Glocester Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Hopkinton 1401,15,1
U.S. House,,Donald Frederick Robbio,R,Hopkinton 1402,10,1
U.S. House,,Donald Frederick Robbio,R,Hopkinton 1403,6,0
U.S. House,,Donald Frederick Robbio,R,Hopkinton Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Johnston 1601,10,0
U.S. House,,Donald Frederick Robbio,R,Johnston 1603,14,1
U.S. House,,Donald Frederick Robbio,R,Johnston 1604,15,5
U.S. House,,Donald Frederick Robbio,R,Johnston 1605,8,1
U.S. House,,Donald Frederick Robbio,R,Johnston 1606,1,0
U.S. House,,Donald Frederick Robbio,R,Johnston 1607,2,0
U.S. House,,Donald Frederick Robbio,R,Johnston 1608,12,1
U.S. House,,Donald Frederick Robbio,R,Johnston 1609,7,1
U.S. House,,Donald Frederick Robbio,R,Johnston 1610,22,5
U.S. House,,Donald Frederick Robbio,R,Johnston 1611,14,2
U.S. House,,Donald Frederick Robbio,R,Johnston 1612,11,0
U.S. House,,Donald Frederick Robbio,R,Johnston 1613,6,1
U.S. House,,Donald Frederick Robbio,R,Johnston Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Narragansett 2001,1,0
U.S. House,,Donald Frederick Robbio,R,Narragansett 2002,24,8
U.S. House,,Donald Frederick Robbio,R,Narragansett 2003,22,5
U.S. House,,Donald Frederick Robbio,R,Narragansett 2004,32,3
U.S. House,,Donald Frederick Robbio,R,Narragansett 2005,15,4
U.S. House,,Donald Frederick Robbio,R,Narragansett Limited,0,0
U.S. House,,Donald Frederick Robbio,R,New Shoreham 2201,8,4
U.S. House,,Donald Frederick Robbio,R,New Shoreham Limited,0,0
U.S. House,,Donald Frederick Robbio,R,North Kingstown 2301,6,1
U.S. House,,Donald Frederick Robbio,R,North Kingstown 2304,59,10
U.S. House,,Donald Frederick Robbio,R,North Kingstown 2306,6,0
U.S. House,,Donald Frederick Robbio,R,North Kingstown 2309,61,12
U.S. House,,Donald Frederick Robbio,R,North Kingstown Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Providence 2835,2,0
U.S. House,,Donald Frederick Robbio,R,Providence 2836,0,0
U.S. House,,Donald Frederick Robbio,R,Providence 2837,1,0
U.S. House,,Donald Frederick Robbio,R,Providence 2838,0,0
U.S. House,,Donald Frederick Robbio,R,Providence 2839,2,0
U.S. House,,Donald Frederick Robbio,R,Providence 2841,1,0
U.S. House,,Donald Frederick Robbio,R,Providence 2842,0,0
U.S. House,,Donald Frederick Robbio,R,Providence 2844,8,1
U.S. House,,Donald Frederick Robbio,R,Providence 2846,6,0
U.S. House,,Donald Frederick Robbio,R,Providence 2847,1,0
U.S. House,,Donald Frederick Robbio,R,Providence 2850,9,0
U.S. House,,Donald Frederick Robbio,R,Providence 2853,3,1
U.S. House,,Donald Frederick Robbio,R,Providence 2854,8,1
U.S. House,,Donald Frederick Robbio,R,Providence 2859,0,0
U.S. House,,Donald Frederick Robbio,R,Providence 2863,5,0
U.S. House,,Donald Frederick Robbio,R,Providence 2864,0,0
U.S. House,,Donald Frederick Robbio,R,Providence 2867,1,0
U.S. House,,Donald Frederick Robbio,R,Providence 2868,2,0
U.S. House,,Donald Frederick Robbio,R,Providence 2869,4,0
U.S. House,,Donald Frederick Robbio,R,Providence 2871,1,0
U.S. House,,Donald Frederick Robbio,R,Providence 2875,21,0
U.S. House,,Donald Frederick Robbio,R,Providence 2877,2,0
U.S. House,,Donald Frederick Robbio,R,Providence Limited 2,0,0
U.S. House,,Donald Frederick Robbio,R,Richmond 2902,23,2
U.S. House,,Donald Frederick Robbio,R,Richmond Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Scituate 3001,26,5
U.S. House,,Donald Frederick Robbio,R,Scituate 3002,24,4
U.S. House,,Donald Frederick Robbio,R,Scituate 3003,16,4
U.S. House,,Donald Frederick Robbio,R,Scituate Limited,0,0
U.S. House,,Donald Frederick Robbio,R,South Kingstown 3201,2,0
U.S. House,,Donald Frederick Robbio,R,South Kingstown 3202,35,8
U.S. House,,Donald Frederick Robbio,R,South Kingstown 3204,21,4
U.S. House,,Donald Frederick Robbio,R,South Kingstown 3207,37,10
U.S. House,,Donald Frederick Robbio,R,South Kingstown 3209,5,1
U.S. House,,Donald Frederick Robbio,R,South Kingstown 3210,6,2
U.S. House,,Donald Frederick Robbio,R,South Kingstown Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Warwick 3501,19,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3502,11,0
U.S. House,,Donald Frederick Robbio,R,Warwick 3503,6,1
U.S. House,,Donald Frederick Robbio,R,Warwick 3504,7,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3505,8,3
U.S. House,,Donald Frederick Robbio,R,Warwick 3506,8,0
U.S. House,,Donald Frederick Robbio,R,Warwick 3507,3,0
U.S. House,,Donald Frederick Robbio,R,Warwick 3508,19,6
U.S. House,,Donald Frederick Robbio,R,Warwick 3509,1,0
U.S. House,,Donald Frederick Robbio,R,Warwick 3510,17,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3511,13,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3512,8,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3513,15,4
U.S. House,,Donald Frederick Robbio,R,Warwick 3514,20,8
U.S. House,,Donald Frederick Robbio,R,Warwick 3515,22,6
U.S. House,,Donald Frederick Robbio,R,Warwick 3516,4,0
U.S. House,,Donald Frederick Robbio,R,Warwick 3517,2,0
U.S. House,,Donald Frederick Robbio,R,Warwick 3518,16,4
U.S. House,,Donald Frederick Robbio,R,Warwick 3519,23,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3520,20,3
U.S. House,,Donald Frederick Robbio,R,Warwick 3521,22,3
U.S. House,,Donald Frederick Robbio,R,Warwick 3522,9,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3523,16,6
U.S. House,,Donald Frederick Robbio,R,Warwick 3524,9,3
U.S. House,,Donald Frederick Robbio,R,Warwick 3525,9,3
U.S. House,,Donald Frederick Robbio,R,Warwick 3526,4,1
U.S. House,,Donald Frederick Robbio,R,Warwick 3527,6,1
U.S. House,,Donald Frederick Robbio,R,Warwick 3528,5,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3529,19,1
U.S. House,,Donald Frederick Robbio,R,Warwick 3530,23,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3531,17,2
U.S. House,,Donald Frederick Robbio,R,Warwick 3532,11,4
U.S. House,,Donald Frederick Robbio,R,Warwick 3533,7,1
U.S. House,,Donald Frederick Robbio,R,Warwick Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Westerly 3601,3,1
U.S. House,,Donald Frederick Robbio,R,Westerly 3602,18,5
U.S. House,,Donald Frederick Robbio,R,Westerly 3603,5,2
U.S. House,,Donald Frederick Robbio,R,Westerly 3604,6,1
U.S. House,,Donald Frederick Robbio,R,Westerly 3605,10,1
U.S. House,,Donald Frederick Robbio,R,Westerly 3606,6,2
U.S. House,,Donald Frederick Robbio,R,Westerly 3607,13,2
U.S. House,,Donald Frederick Robbio,R,Westerly Limited,0,0
U.S. House,,Donald Frederick Robbio,R,West Greenwich 3701,10,1
U.S. House,,Donald Frederick Robbio,R,West Greenwich 3702,7,2
U.S. House,,Donald Frederick Robbio,R,West Greenwich 3703,2,0
U.S. House,,Donald Frederick Robbio,R,West Greenwich 3704,10,1
U.S. House,,Donald Frederick Robbio,R,West Greenwich Limited,0,0
U.S. House,,Donald Frederick Robbio,R,West Warwick 3801,23,4
U.S. House,,Donald Frederick Robbio,R,West Warwick 3802,12,0
U.S. House,,Donald Frederick Robbio,R,West Warwick 3803,9,0
U.S. House,,Donald Frederick Robbio,R,West Warwick 3804,24,6
U.S. House,,Donald Frederick Robbio,R,West Warwick 3805,12,2
U.S. House,,Donald Frederick Robbio,R,West Warwick 3806,15,2
U.S. House,,Donald Frederick Robbio,R,West Warwick 3807,19,1
U.S. House,,Donald Frederick Robbio,R,West Warwick 3808,20,4
U.S. House,,Donald Frederick Robbio,R,West Warwick 3809,17,3
U.S. House,,Donald Frederick Robbio,R,West Warwick 3810,16,2
U.S. House,,Donald Frederick Robbio,R,West Warwick Limited,0,0
U.S. House,,Donald Frederick Robbio,R,Federal Precinct #2,2,0
U.S. House,,Donald Frederick Robbio,R,Federal Precinct #2S,0,0
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3801,54,8
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3802,29,5
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3803,22,3
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3804,80,11
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3805,28,5
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3807,44,5
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3808,55,8
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3809,36,5
State Senate,,Jeffery L. Kozlin*,R,West Warwick 3810,36,3
State Senate,,Gordon E. Rogers*,R,Coventry 0605,27,5
State Senate,,Gordon E. Rogers*,R,Coventry 0606,90,6
State Senate,,Gordon E. Rogers*,R,Coventry 0617,30,3
State Senate,,Gordon E. Rogers*,R,Foster 1201,86,9
State Senate,,Gordon E. Rogers*,R,Scituate 3001,73,15
State Senate,,Gordon E. Rogers*,R,Scituate 3002,82,11
State Senate,,Gordon E. Rogers*,R,Scituate 3003,65,9
State Senate,,Gordon E. Rogers*,R,West Greenwich 3701,51,10
State Senate,,Paul M. Santucci,R,Johnston 1606,10,1
State Senate,,Jessica de la Cruz*,R,Burrillville 0301,102,17
State Senate,,Jessica de la Cruz*,R,Burrillville 0303,138,22
State Senate,,Jessica de la Cruz*,R,Burrillville 0306,42,6
State Senate,,Jessica de la Cruz*,R,Glocester 1301,137,12
State Senate,,Jessica de la Cruz*,R,Glocester 1303,15,0
State Senate,,Jessica de la Cruz*,R,Glocester 1304,36,3
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0701,69,7
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0702,56,9
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0703,85,4
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0706,190,24
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0707,174,13
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0716,146,10
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0730,301,32
State Senate,,"Anthony Fagundes, Sr.",R,Cranston 0731,146,12
State Senate,,Pat V. Cortellessa*,R,Cranston 0708,172,33
State Senate,,Pat V. Cortellessa*,R,Cranston 0709,238,31
State Senate,,Pat V. Cortellessa*,R,Cranston 0710,110,15
State Senate,,Pat V. Cortellessa*,R,Cranston 0711,126,15
State Senate,,Pat V. Cortellessa*,R,Cranston 0712,183,27
State Senate,,Pat V. Cortellessa*,R,Cranston 0713,218,27
State Senate,,Pat V. Cortellessa*,R,Cranston 0717,45,5
State Senate,,Pat V. Cortellessa*,R,Cranston 0718,80,8
State Senate,,Pat V. Cortellessa*,R,Cranston 0719,136,7
State Senate,,Pat V. Cortellessa*,R,Cranston 0720,46,9
State Senate,,Pat V. Cortellessa*,R,Cranston 0728,0,0
State Senate,,Pat V. Cortellessa*,R,West Warwick 3806,27,2
State Senate,,Jean E. Trafford*,R,Warwick 3501,59,5
State Senate,,Jean E. Trafford*,R,Warwick 3502,46,8
State Senate,,Jean E. Trafford*,R,Warwick 3503,18,1
State Senate,,Jean E. Trafford*,R,Warwick 3512,29,4
State Senate,,Jean E. Trafford*,R,Warwick 3513,51,18
State Senate,,Jean E. Trafford*,R,Warwick 3514,58,16
State Senate,,Jean E. Trafford*,R,Warwick 3515,68,10
State Senate,,Jean E. Trafford*,R,Warwick 3516,14,1
State Senate,,Jean E. Trafford*,R,Warwick 3517,12,1
State Senate,,Jean E. Trafford*,R,Warwick 3521,44,5
State Senate,,Scott M. Zambarano*,R,Warwick 3504,31,5
State Senate,,Scott M. Zambarano*,R,Warwick 3505,12,3
State Senate,,Scott M. Zambarano*,R,Warwick 3508,38,12
State Senate,,Scott M. Zambarano*,R,Warwick 3509,7,2
State Senate,,Scott M. Zambarano*,R,Warwick 3510,39,5
State Senate,,Scott M. Zambarano*,R,Warwick 3511,34,7
State Senate,,Scott M. Zambarano*,R,Warwick 3528,19,2
State Senate,,Scott M. Zambarano*,R,Warwick 3529,46,9
State Senate,,Scott M. Zambarano*,R,Warwick 3530,55,15
State Senate,,Scott M. Zambarano*,R,Warwick 3531,71,8
State Senate,,Scott M. Zambarano*,R,Warwick 3532,21,3
State Senate,,Scott M. Zambarano*,R,Warwick 3533,16,7
State Senate,,John P. Silvaggio,R,Warwick 3504,3,0
State Senate,,John P. Silvaggio,R,Warwick 3505,6,3
State Senate,,John P. Silvaggio,R,Warwick 3508,14,0
State Senate,,John P. Silvaggio,R,Warwick 3509,2,1
State Senate,,John P. Silvaggio,R,Warwick 3510,9,1
State Senate,,John P. Silvaggio,R,Warwick 3511,16,5
State Senate,,John P. Silvaggio,R,Warwick 3528,2,0
State Senate,,John P. Silvaggio,R,Warwick 3529,7,1
State Senate,,John P. Silvaggio,R,Warwick 3530,15,1
State Senate,,John P. Silvaggio,R,Warwick 3531,6,2
State Senate,,John P. Silvaggio,R,Warwick 3532,7,3
State Senate,,John P. Silvaggio,R,Warwick 3533,6,0
State Senate,,Elaine J. Morgan*,R,Charlestown 0501,44,1
State Senate,,Elaine J. Morgan*,R,Charlestown 0502,39,3
State Senate,,Elaine J. Morgan*,R,Exeter 1101,38,5
State Senate,,Elaine J. Morgan*,R,Exeter 1103,91,14
State Senate,,Elaine J. Morgan*,R,Hopkinton 1401,74,10
State Senate,,Elaine J. Morgan*,R,Hopkinton 1402,58,7
State Senate,,Elaine J. Morgan*,R,Hopkinton 1403,21,1
State Senate,,Elaine J. Morgan*,R,Richmond 2902,139,9
State Senate,,Elaine J. Morgan*,R,West Greenwich 3703,21,4
State Senate,,Charles P. Callanan*,R,East Greenwich 0903,81,24
State Senate,,Charles P. Callanan*,R,East Greenwich 0905,85,18
State Senate,,Charles P. Callanan*,R,Narragansett 2001,5,1
State Senate,,Charles P. Callanan*,R,Narragansett 2004,96,16
State Senate,,Charles P. Callanan*,R,Narragansett 2005,69,17
State Senate,,Charles P. Callanan*,R,North Kingstown 2301,38,9
State Senate,,Charles P. Callanan*,R,North Kingstown 2306,31,3
State Senate,,Charles P. Callanan*,R,South Kingstown 3201,12,3
State Senate,,Doreen M. Costa*,R,Narragansett 2002,69,15
State Senate,,Doreen M. Costa*,R,Narragansett 2003,77,13
State Senate,,Doreen M. Costa*,R,North Kingstown 2304,191,39
State Senate,,Doreen M. Costa*,R,North Kingstown 2309,187,49
State Senate,,David A. Tacey*,R,New Shoreham 2201,18,4
State Senate,,David A. Tacey*,R,South Kingstown 3202,86,23
State Senate,,David A. Tacey*,R,South Kingstown 3204,57,9
State Senate,,David A. Tacey*,R,South Kingstown 3207,134,37
State Senate,,David A. Tacey*,R,South Kingstown 3209,21,5
State Senate,,Dennis L. Algiere*,R,Charlestown 0503,55,4
State Senate,,Dennis L. Algiere*,R,Charlestown 0504,37,10
State Senate,,Dennis L. Algiere*,R,South Kingstown 3210,30,4
State Senate,,Dennis L. Algiere*,R,Westerly 3601,21,4
State Senate,,Dennis L. Algiere*,R,Westerly 3602,34,9
State Senate,,Dennis L. Algiere*,R,Westerly 3603,36,14
State Senate,,Dennis L. Algiere*,R,Westerly 3604,35,13
State Senate,,Dennis L. Algiere*,R,Westerly 3605,44,14
State Senate,,Dennis L. Algiere*,R,Westerly 3606,17,3
State Senate,,Dennis L. Algiere*,R,Westerly 3607,36,7
